0.417411003148779,0,1
0.8287375091519293,1,0
0.2123391106782761,1,1
0.2264957751979379,1,1
0.2848404943774676,2,0
0.3663618432936917,2,0
0.0464504127199977,2,0
0.2418522909004516,1,0
0.2809345096873807,2,0
0.6331014572732679,0,1
0.7555511385430487,0,1
0.0740446517340903,1,1
0.3180034749718639,1,0
0.9004180571633305,1,0
0.6335297107608947,2,1
0.9695846277645586,0,0
0.1394938606520418,0,1
0.9296976523425732,2,1
0.6334037565104235,2,1
0.363629602379294,0,1
0.0635583502860236,1,0
0.1158690595251297,2,1
0.0055221171236023,2,0
0.113473521240589,0,0
0.0769799098287929,0,0
0.8972157579533268,0,1
0.2579416277151556,2,1
0.1195942459383017,1,0
0.7319939418114051,1,1
0.4722149251619493,1,0
0.5393422419156507,1,0
0.8324426408004217,1,0
0.2221078104707302,1,0
0.5924145688620425,1,0
0.1612212872540044,1,1
0.9856504541106008,2,0
0.1818249672071006,1,1
0.4103829230356297,2,1
0.3677831327192532,0,0
0.3046137691733707,2,0
0.6118528947223795,1,0
0.0650515929852795,1,1
0.489452760277563,2,1
0.4951769101112702,0,1
0.1743664290049914,0,1
0.5247564316322378,0,1
0.5978999788110851,1,0
0.4972485058923854,0,1
0.1375209441459932,2,0
0.6375574713552131,2,1
0.5296505783560065,0,1
0.9488855372533332,1,1
0.3492095746126609,0,1
0.7068573438476171,0,1
0.3567533266935893,0,1
0.2713490317738959,0,0
0.808120379564417,2,0
0.1220382348447788,1,0
0.2587799816000169,2,1
0.8925589984899778,2,0
0.6323058305935795,1,0
0.2912291401980419,0,1
0.5552008115994623,2,1
0.3207800649717358,0,0
0.1865185103998542,1,0
0.690937738102466,0,0
0.5200680211778108,0,0
0.6721355474058786,2,0
0.2395618906669724,2,1
0.5085706911647028,0,0
0.4401524937396013,2,1
0.3008783098167696,1,0
0.6011150117432088,0,0
0.8180147659224931,1,0
0.8074401551640625,2,0
0.0976721140063838,1,1
0.4560699842170359,0,1
0.0254191267440951,1,1
0.0314291856867342,1,0
0.8870864242651173,1,1
0.9507143064099162,0,1
0.1959828624191452,2,1
0.0368869473545327,2,1
0.9699098521619944,1,0
0.289751452913768,1,0
0.2921446485352181,2,1
0.7607850486168974,0,1
0.5142344384136116,2,1
0.0931027678058992,0,0
0.6232981268275579,1,0
0.4275410183585496,0,1
0.0580836121681994,0,0
0.1987156815341724,0,0
0.045227288910538,0,1
0.9717820827209608,0,0
0.8960912999234932,0,0
0.8971102599525771,1,0
0.6364104112637804,2,1
0.5467102793432796,2,0
0.184854455525527,2,0
0.3376151714036279,2,0
0.0165878289278561,1,1
0.5026790232288615,0,0
0.7722447692966574,2,0
0.9429097039125192,1,0
0.3143559810763267,1,1
0.5908929431882418,0,0
0.3745401188473625,2,1
0.8661761457749352,2,1
0.1865700588860358,2,1
0.770967179954561,2,0
0.659984046034179,2,0
